source_id,object_type,ra_deg,dec_deg,parallax_mas,distance_pc,phot_g_mean_mag,abs_mag_g,size_km,vx_au_d,vy_au_d,vz_au_d,speed_km_s,gm_km3_s2,mass_kg,density_g_cm3,mean_radius_km,albedo,rot_per_hr,H
20000120,asteroid,163.865462273,6.599341143,67865533.964678809,1.473501999587e-05,,,155.132000,-2.561628894056e-03,-8.314731727174e-03,-4.917335302646e-03,17.303907343,,,,,0.058000,46.551000,7.780000
20000085,asteroid,46.215121382,12.216059958,82986246.269104823,1.205018957909e-05,,,154.790000,-6.707354700994e-03,8.922530749807e-03,1.404205521801e-03,19.479617014,,,,,0.066600,6.875000,7.940000
20000361,asteroid,153.593773292,21.410693162,59665949.933306031,1.675997786204e-05,,,154.334000,-6.678149649066e-03,-6.147096501542e-03,-3.796822073899e-03,17.035312389,,,,,0.038000,13.835000,8.370000
20000093,asteroid,187.060845029,-3.726960966,76154693.100576356,1.313116709274e-05,,,154.155000,2.926337109824e-03,-8.572353493802e-03,-5.382434006376e-03,18.243614665,,,,,0.056000,5.982000,7.900000
20000014,asteroid,219.689434438,-8.546955426,92732094.566141158,1.078375296793e-05,,,152.000000,6.947226924666e-03,-8.776431779218e-03,-5.142013351883e-03,21.327867022,,,,,0.159000,15.028000,6.540000
20000776,asteroid,219.937341174,-2.663433117,60632864.501890518,1.649270586530e-05,,,151.711000,5.065425634439e-03,-5.221812960161e-03,-4.479030788891e-03,14.792315609,,,,,0.065000,7.668000,7.690000
20000139,asteroid,257.550393887,-33.617180609,76097198.723235548,1.314108819744e-05,,,151.116000,9.948339029968e-03,-2.964251511159e-03,-2.088557817949e-03,18.333692438,,,,,0.052000,20.991000,8.050000
20000354,asteroid,286.775603310,-12.084183771,68485055.811898470,1.460172570709e-05,,,148.970000,9.131778269662e-03,2.253803225270e-03,-1.541582622011e-03,16.503016440,,,,,0.201000,4.277000,6.170000
20000419,asteroid,325.850339838,-9.536524851,98174308.902545407,1.018596424236e-05,,,148.701000,9.125987882261e-03,8.404973979212e-03,3.708948088892e-03,22.421098383,,,,,0.034000,16.784000,8.560000
20000471,asteroid,67.178271038,17.624914635,90595392.321552023,1.103808896208e-05,,,148.128000,-1.074544862360e-02,4.051923744416e-03,5.062321463608e-03,21.730290368,,,,,0.164000,7.113000,6.330000
20000095,asteroid,201.155192774,-17.400475305,58575994.606951110,1.707183986734e-05,,,147.969000,3.219106056958e-03,-7.630272235921e-03,-1.706373947479e-03,14.640326116,,,,,0.058000,8.705000,7.970000
20000008,asteroid,241.453305171,-16.367771095,82575628.327871338,1.211011069791e-05,,,147.491000,9.287923464528e-03,-3.334751434267e-03,-2.263416724498e-03,17.530446370,,,,,0.226000,12.865000,6.610000
20000762,asteroid,356.607539901,10.382036811,61380145.251713932,1.629191322209e-05,,,147.343000,-1.146558725574e-03,7.808911436841e-03,4.466442545348e-03,15.702204289,,,,,0.040000,5.839000,8.430000
20000187,asteroid,87.291834895,33.096267441,67751024.195849657,1.475992447154e-05,,,147.294000,-9.118153302802e-03,-1.671462900012e-03,-3.586130946129e-04,16.062760745,,,,,0.044000,10.670000,8.380000
20000536,asteroid,109.168131487,36.740982367,57435356.182158150,1.741087835912e-05,,,147.066000,-8.440651221915e-03,-2.805578199869e-03,1.143115176588e-03,15.527468437,,,,,0.048000,8.791000,8.120000
20000328,asteroid,321.001651044,-25.529228373,61172101.069187596,1.634732145082e-05,,,145.680000,5.943446676497e-03,5.032101062156e-03,4.438879439904e-03,15.520484922,,,,,0.025000,10.992000,9.010000
20000356,asteroid,155.161537097,13.700269429,83540186.808762118,1.197028685475e-05,,,145.503000,-7.522113231449e-03,-7.353991720490e-03,-4.647628329909e-03,19.912794788,,,,,0.065000,31.701000,8.370000
20000089,asteroid,5.601792047,17.880056457,98424777.123638019,1.016004332673e-05,,,145.483000,-2.602557053238e-03,1.074025159289e-02,6.653368331721e-03,22.334693736,,,,,0.189000,11.387000,6.380000
