date,name,naif_id,x_au,y_au,z_au,vx_au_per_day,vy_au_per_day,vz_au_per_day
2023-05-14,602 ENCELADUS,602,8.497598367206347,-4.8776018745113845,-0.25271465456169384,0.008827549097588074,0.001431994297664916,0.0009845048018005452
2023-05-15,602 ENCELADUS,602,8.499553363375478,-4.870681542679654,-0.25394016593101654,-0.0018126919829413858,-0.00018347706178638333,0.0028642499752056234
2023-05-16,602 ENCELADUS,602,8.504376418642664,-4.865741934203333,-0.25440502312233537,-0.0028431853669223105,0.009464691295962781,-0.00209289309111344
2023-05-17,602 ENCELADUS,602,8.506754790778219,-4.863018286918245,-0.2534704241150134,0.008104872874887347,0.008729580383025213,-0.002769073649699822
2023-05-18,602 ENCELADUS,602,8.50685722361858,-4.857736692640017,-0.253655271759466,0.006282179469163137,-0.0008006126274166057,0.0024042721359891573
2023-05-19,602 ENCELADUS,602,8.509989725823198,-4.850900888623416,-0.25494824360777923,-0.004115187122755858,0.0023987939685727977,0.0017364580642527932
2023-05-20,602 ENCELADUS,602,8.514615395909118,-4.846993080209318,-0.25485060721427977,0.0002244885459709474,0.011096526932263009,-0.003243453587427018
2023-05-21,602 ENCELADUS,602,8.515831775405902,-4.843917267355675,-0.25398539711156176,0.009630999351044072,0.005700087751290503,-0.0013265896870176697
2023-05-22,602 ENCELADUS,602,8.51641395819328,-4.837678252274804,-0.2547162024153806,0.002795695851270069,-0.0016035635428831656,0.003165896670181071
2023-05-23,602 ENCELADUS,602,8.520552337736788,-4.831424350847998,-0.2557992728364844,-0.004786105651799233,0.005594676444378412,0.000128716209518113
2023-05-24,602 ENCELADUS,602,8.524433530072438,-4.828316414223405,-0.25520764030465615,0.003877442244176298,0.011151669151421935,-0.0036242941775707516
2023-05-25,602 ENCELADUS,602,8.524799404050947,-4.824437088956212,-0.25467863354628517,0.009323666013967011,0.002464109550538049,0.0004020105044091019
2023-05-26,602 ENCELADUS,602,8.52632818814651,-4.817594624820369,-0.2558151428636537,-0.0007586029768293572,-0.0007939330232983293,0.0030887923681118187
2023-05-27,602 ENCELADUS,602,8.531048015042634,-4.812272096703388,-0.2564639470010439,-0.003653573170594659,0.008620736703160416,-0.001564953255142089
2023-05-28,602 ENCELADUS,602,8.533815743366928,-4.809526957983593,-0.25557162779099807,0.007177657115253556,0.00959913120356681,-0.0031281861964394344
2023-05-29,602 ENCELADUS,602,8.533856732049465,-4.804597804465217,-0.2555589406650618,0.0072751977690955,-0.00014777289494753774,0.0019723658592459975
2023-05-30,602 ENCELADUS,602,8.536553242353765,-4.797653191760786,-0.2568598490183742,-0.0035128994498809796,0.0014164445732533911,0.0021998145592562156
2023-05-31,602 ENCELADUS,602,8.541281813799735,-4.7933819533089155,-0.2569559734598177,-0.000982545331840666,0.010717698843246793,-0.002920878163245287
2023-06-01,602 ENCELADUS,602,8.542845088319028,-4.790466778706768,-0.25603345433615865,0.009266495023161793,0.0068321038017895505,-0.0018779528720930239
2023-06-02,602 ENCELADUS,602,8.54316571719134,-4.784510335706915,-0.25658395541098145,0.004023642331021187,-0.0014858854832597995,0.002991740504738088
2023-06-03,602 ENCELADUS,602,8.54695821198754,-4.7779861379681705,-0.2577684109058467,-0.004793927466780125,0.00448415758230044,0.0007184710144194466
